3,49,28,0,75,90,112,46,90,49,1,2,0,0,0,9,0,0,0,0,0,0,0,0,9,0,2,23,9,5,0,35,70,10,25,15,0,0,0,0,0,0,13,0,0,0
3,6,64,0,74,82,136,69,90,25,0,24,0,0,0,6,0,0,0,0,0,0,2,0,28,0,5,4,0,3,0,28,42,27,18,8,0,0,0,0,0,0,7,0,0,0
3,0,55,0,46,84,120,75,90,48,0,18,0,0,0,20,0,0,0,0,0,0,5,0,10,0,0,4,0,6,0,6,28,12,38,19,1,0,0,0,0,0,9,0,0,0
3,152,101,34,19,0,103,0,84,75,2,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,30,57,77,17,7,0,3,0,36,1,14,0,0,1,0,33,0,0,0
3,77,142,49,0,0,93,10,90,78,0,5,0,0,0,13,0,0,0,0,4,0,0,0,1,0,0,29,55,84,21,0,0,0,6,49,1,0,1,0,0,0,37,0,0,1
3,70,99,67,46,0,90,22,90,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,43,12,31,2,28,67,38,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0
3,43,133,78,41,0,91,21,90,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,51,6,38,3,18,69,48,10,0,0,0,0,0,0,0,1,0,0,9,0,0,0
3,0,70,0,76,90,123,0,47,53,0,17,0,0,0,7,0,0,0,0,0,0,8,0,9,0,36,25,0,1,0,24,71,33,0,0,0,0,0,0,0,0,21,0,0,0
3,40,103,14,79,16,109,0,66,53,0,0,0,0,0,15,0,0,0,0,0,0,19,0,5,0,8,35,23,69,6,9,4,5,0,5,0,0,0,0,0,0,20,0,0,0
3,0,43,0,71,90,103,0,81,77,0,6,0,0,0,26,0,0,0,0,0,0,13,0,0,0,1,17,0,9,0,8,52,3,0,23,2,0,0,0,0,0,19,0,0,2
3,50,98,34,60,0,94,0,88,61,0,0,0,0,0,9,0,0,0,2,0,0,29,0,1,0,2,25,12,63,10,0,0,0,0,23,1,0,0,0,0,0,34,0,0,0
3,72,165,55,6,0,109,0,32,74,0,0,0,0,0,15,0,0,0,1,0,0,0,0,1,0,5,45,47,135,29,2,0,5,0,8,0,0,0,0,0,0,25,0,0,0
3,23,152,24,49,4,128,0,41,75,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,4,41,11,105,12,10,0,20,0,12,0,0,0,0,0,0,26,0,0,0
3,12,57,0,71,90,113,0,29,83,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,3,41,5,32,0,25,50,12,0,3,1,0,0,0,1,0,21,0,0,2
3,79,140,61,0,0,90,15,90,35,0,1,5,0,0,5,0,0,0,1,0,0,0,0,21,1,15,17,34,91,16,0,0,0,3,1,0,0,0,0,0,0,23,0,0,0
3,59,130,65,13,0,91,6,90,37,0,2,15,0,0,1,0,0,0,3,0,0,8,0,21,0,13,23,13,82,19,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0
3,25,115,39,84,0,100,0,53,33,5,8,0,0,0,16,0,0,0,0,0,0,18,0,25,0,45,23,3,60,17,6,0,2,0,0,0,0,0,0,2,0,14,0,0,0
3,21,125,43,55,0,97,0,86,28,0,18,1,0,0,11,0,0,0,0,0,0,18,0,24,0,29,4,4,68,14,0,0,0,0,2,0,0,0,0,2,0,15,0,1,0
3,54,109,58,38,0,94,0,71,22,5,3,5,0,0,6,0,0,0,1,0,0,20,0,32,0,45,13,12,71,19,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0
3,125,164,37,0,0,90,0,77,36,0,0,6,0,0,14,0,0,0,1,0,0,0,0,12,0,28,28,92,132,10,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0
