5,75,162,23,57,177,30,103,77,69,0,0,4,0,4,7,9,0,0,0,0,0,15,0,0,0,13,1,67,78,2,10,48,0,24,4,0,0,32,1,0,67,1,19,17,40
5,73,161,30,69,178,21,127,73,63,0,7,3,0,3,10,13,0,4,0,1,0,13,0,0,3,14,3,65,73,8,17,43,0,23,0,1,0,21,1,0,66,0,23,14,19
5,90,153,32,41,177,27,137,80,77,6,26,2,0,1,7,3,0,12,0,1,0,13,0,0,9,26,0,65,74,15,3,52,0,43,0,0,0,9,1,0,51,0,13,7,24
5,22,166,17,74,178,88,144,72,112,0,0,0,0,0,32,1,0,0,0,0,0,33,0,0,11,12,8,16,44,1,3,49,1,27,8,24,0,63,0,0,58,3,38,2,39
5,40,159,21,80,177,64,136,68,100,0,1,0,0,4,27,8,1,0,0,2,0,24,1,0,15,6,7,32,51,13,5,46,0,18,7,10,0,54,0,0,54,4,32,3,42
5,34,162,0,90,177,123,133,88,104,0,1,0,0,1,28,6,1,0,0,0,0,28,0,3,5,4,11,18,41,0,2,47,16,24,15,18,0,61,0,3,65,8,33,13,35
5,16,165,58,89,177,100,80,102,61,0,4,6,0,0,14,5,0,0,0,0,0,5,24,0,0,4,0,4,31,21,18,21,13,0,10,0,0,30,0,1,71,29,45,41,41
5,32,168,62,90,178,95,110,82,61,0,1,3,0,0,11,4,0,0,0,1,0,19,14,0,0,17,4,7,30,20,6,30,3,17,0,0,0,33,0,2,74,39,38,18,10
5,18,165,42,82,176,95,107,74,67,0,1,0,0,0,18,2,0,0,0,0,0,7,25,0,4,15,4,5,44,23,16,28,1,11,0,0,0,41,0,0,52,29,13,5,17
5,82,170,37,69,178,95,124,99,96,0,12,5,0,0,26,18,0,0,0,2,0,25,0,0,2,19,21,66,42,8,6,51,11,19,5,1,0,17,0,0,66,8,18,8,22
5,60,171,30,99,176,111,119,112,97,0,10,1,0,2,13,18,0,0,0,1,0,21,0,0,0,17,24,48,46,6,2,60,11,20,8,4,0,23,0,5,69,25,21,14,12
5,82,180,66,83,176,123,124,89,72,14,6,0,0,2,22,8,0,0,0,2,0,28,2,0,0,25,13,38,70,42,2,50,1,31,0,0,1,30,0,0,65,42,20,6,15
5,74,186,36,86,177,147,133,96,71,11,3,0,0,0,17,7,0,0,0,4,0,33,2,6,0,25,17,33,85,24,0,49,1,38,3,0,3,38,0,0,63,31,31,5,11
5,60,166,50,100,177,93,97,91,62,0,0,0,0,1,17,4,0,0,0,0,0,9,21,0,4,5,18,54,82,46,22,56,4,12,13,0,0,54,0,15,26,9,10,0,5
5,96,145,49,47,175,32,107,103,29,1,0,6,0,5,11,19,0,0,0,5,0,9,4,0,3,7,0,40,52,24,9,45,1,18,16,0,1,23,0,0,45,1,18,42,10
5,73,162,38,26,175,36,87,105,54,0,1,7,0,2,12,12,0,0,0,3,0,11,4,0,2,9,1,42,56,20,1,45,0,4,21,0,0,29,0,0,60,0,22,44,22
5,75,162,43,46,177,38,96,99,46,0,4,0,0,4,21,15,0,0,0,2,0,15,2,0,1,4,0,57,68,41,3,45,0,8,15,0,0,39,0,0,67,0,23,38,23
5,77,170,52,27,179,26,109,81,62,0,8,7,0,0,9,9,0,9,0,1,0,4,0,0,13,20,0,37,54,26,1,51,0,15,0,0,0,24,6,0,66,0,19,11,24
5,108,153,27,59,176,48,114,67,79,3,1,0,0,4,26,4,0,2,0,1,0,29,2,0,1,11,3,65,72,2,0,31,0,26,1,0,2,27,17,0,58,0,27,17,28
5,53,164,37,66,178,57,127,66,80,0,4,0,0,0,19,7,0,2,0,1,0,14,0,0,4,20,3,41,72,4,8,54,1,33,0,0,0,18,18,0,54,0,21,7,38
